text,true_label,pred_verbal,conf_verbal,correct_verbal,pred_logprob,conf_logprob,correct_logprob
"@user He's been half paced all season, Henderson would be a bigger loss",0,1,0.95,0,1,0.9609375,0
"@user @user @user @user @user Yes, you are but it also shows your ignorance , and hate.",0,1,0.95,0,1,0.73046875,0
#TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,0,1,0.95,0,1,0.9921875,0
!!! RT @user Of all the places to get stuck in a traffic jam,1,1,0.95,1,1,0.95703125,1
@user great story about the student trying to get the teacher fired!!#sarcasm#moron#storywasstupid,1,1,0.95,1,1,1.0,1
We're on t'last train @user @user #wemarchon #saintsfc,0,0,0.95,1,0,0.90234375,1
You are so cool!,1,1,0.95,1,1,0.94140625,1
Still time to enter our @user planner giveaway courtesy of @user & @user #bbloggers #lbloggers,0,0,0.95,1,0,0.90234375,1
Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense,1,1,0.95,1,1,1.0,1
First photos of the Infiniti Vision GT concept emerge,0,0,0.95,1,0,0.96875,1
"That's me, the infamous pepper shaker replacer.",1,1,0.95,1,1,1.0,1
@user @user I can sign you in as my guest....,0,1,0.95,0,1,0.5625,0
Equal justice for all...unless you are Black during the Obama administration. via @user,0,1,0.95,0,1,1.0,0
Hey everyone... I want this as a Christmas gift :) Can you send me one? @user #GTX980,0,1,0.95,0,1,0.90234375,0
I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut,1,1,0.95,1,1,1.0,1
2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.,1,1,0.95,1,1,1.0,1
"He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler Styris on HSohail. #pakvnz",0,1,0.95,0,1,0.92578125,0
"@user @user ""I can't look at a bridge without crying now.""",0,1,0.95,0,1,1.0,0
@user It's so the speaker remembers their talk's over. Otherwise how would they know? #sarcasm,1,1,0.95,1,1,1.0,1
Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks,1,1,0.95,1,0,0.5625,0
@user his song Angel of Death is a good one. It has lyrics bashing the Vatican,1,1,0.95,1,1,0.92578125,1
The joy I have for overnight stakeouts,1,1,0.95,1,1,1.0,1
My fingers smell like lavashak :),0,1,0.95,0,1,0.9921875,0
Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the,1,1,0.95,1,1,1.0,1
If this year wld be filled w all these rainy days it wont be so cool a cool way to start e year,0,1,0.95,0,1,0.984375,0
"If you wanna look like a badass, have drama on social media #not",1,1,0.95,1,1,0.9921875,1
'nuff #Bob #Couldn039t #Not #Repin #Ross #tattoo|Please RT:,0,1,0.95,0,1,0.90234375,0
Oh how I love listening to Fox News in the background while opening presents.,1,1,0.95,1,1,1.0,1
The thought of work tonight really kills that Friday feeling.,0,1,0.95,0,1,1.0,0
@user @user @user Missed off the  hashtag?,0,1,0.95,0,1,0.94140625,0
Fucked up.  in the mood at all,0,1,0.95,0,1,0.5625,0
"YOU are violent, it shows in your tweets @user @user @user @user @user",0,1,0.95,0,0,0.6796875,1
@user @user I'd prefer the slew of #Ferguson protestors across the US...they stop traffic shut dwn bridges,0,1,0.95,0,1,0.90234375,0
Forgot to enter #sarcasm,0,1,0.95,0,1,1.0,0
@user no one really says that,0,1,0.95,0,1,0.73046875,0
"@user Nah, it's better we all act like the North Korean govt and police people's private thoughts.",1,1,0.95,1,1,1.0,1
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,0,1,0.95,0,1,1.0,0
@user We should monitor them...,1,1,0.95,1,1,0.6796875,1
@user @user well aren't you the brightest bulb in the chandelier?,1,1,0.95,1,1,1.0,1
Security Engineers are not Security Guards. :| #Hackers  #security,1,1,0.95,1,1,1.0,1
also sick names,1,1,0.95,1,1,0.8203125,1
I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've...,0,1,0.95,0,1,1.0,0
Body Language for Confidence - the easiest thing you can do to make a difference: via> @user,0,0,0.95,1,0,0.5625,1
"@user why yes, because being some man's property is such a privilege  @user   #ironagethinking",1,1,0.95,1,1,1.0,1
John Stockton in a commercial?!! Holy crap! #NBABallot,0,1,0.95,0,1,0.9921875,0
"#notcies #eu Liverpool workers ""miscarriage of justice"" victims",0,1,0.95,0,1,0.984375,0
"I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD",0,1,0.95,0,1,0.8203125,0
go subscribe @user on youtube for good music,0,1,0.95,0,0,0.90234375,1
Ma thing,1,0,0.95,0,0,0.8828125,0
"Is it wrong of me to not want to read about horrible things in this world, just for one day?",0,0,0.95,1,0,0.9765625,1
@user I'm getting to notifications though. I know we up but only by 10. We playing bad?,0,1,0.95,0,1,0.92578125,0
One more week then back to Sudbury I go!❄️ @ Lake Nepahwin,0,1,0.95,0,1,0.73046875,0
"@user I think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky",1,1,0.95,1,1,0.8203125,1
Why is paper so sharp? Someone should put a ban on paper!  #liberalmentality,1,1,0.95,1,1,1.0,1
@user @user yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.,0,1,0.95,0,1,1.0,0
I think tori is actually my favorite human being on this earth tbh,0,1,0.95,0,1,0.96875,0
HAPPY BIRTHDAY BECCA. I just looked through ALL of my pictures which you know is a ton and found my...,0,1,0.95,0,1,0.9921875,0
Getting ready to ship surplus ink cartridges out to Nunavut communities- yup that's a great use of time/resources! #sofulfilled,1,1,0.95,1,1,1.0,1
Thank goodness the holiday help at work is no more! I just love it when they think they know more than you  #annoyed #relieved #gone,1,1,0.95,1,1,1.0,1
"I'm officially making today ""Single men get a smoothie"" day because that's who my customers have been all day.",0,1,0.95,0,1,1.0,0
"If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be.",1,1,0.95,1,1,1.0,1
This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,0,1,0.95,0,1,1.0,0
"All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a ""Quick Quote"" to myself.",1,1,0.95,1,1,1.0,1
@user @user Putting 123 between Muhammad and Ali? I find your own twitter ID quite blasphemic and offending,1,1,0.95,1,1,0.9921875,1
Had to take a #PatioPics - snow falling still. This was totally clear when I went to sleep. #WCCO,0,1,0.95,0,1,1.0,0
ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session,0,1,0.95,0,1,0.9921875,0
Love being called into work on my morning off after not even 6 hours of sleep.  #thanks #splitshift,1,1,0.95,1,1,1.0,1
Those Amarillo hops make it just right #goldilocks - Drinking a Tour de Fall @ Memphis' Pint & Dram - #photo,0,1,0.95,0,1,0.8828125,0
"@user Hi! I have just received a photo of my dear parcel from China, amazing he is travelling around the world!!",1,1,0.95,1,1,1.0,1
@user @user Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me.,1,1,0.95,1,1,1.0,1
then there's this @user @user @user @user @user,0,1,0.95,0,0,0.8203125,1
Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: via> @user,0,0,0.95,1,0,0.62109375,1
"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken?",1,1,0.95,1,1,1.0,1
@user or maybe she just drips herself to death lol,0,1,0.95,0,1,0.9921875,0
Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,0,1,0.95,0,1,0.5,0
@user Why? He has draft pick compensation tied to his name and is only six months younger.,0,1,0.95,0,1,0.95703125,0
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,0,0,0.95,1,0,0.90234375,1
"If you drag yesterday into today, your tomorrow cannot be what it was meant to be. Let. It. Go. #BringOn2015",0,1,0.95,0,1,0.96875,0
@user @user @user How dare you accuse me of being a boomer.,0,1,0.95,0,1,1.0,0
Favorite @user if you love Romance Novels. #Love #Drama #Romance,0,1,0.95,0,1,1.0,0
"Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. |",0,1,0.95,0,1,1.0,0
"@user Things to complain about on Christmas day. I have a pimple in my ear"" @user #ThanksObama""  #LegitReasonToComplain",1,1,0.95,1,1,0.9921875,1
Its a marshmallow world in the winter 🎶 #getthisoutofmyhead,0,1,0.95,0,1,0.9921875,0
I'm glad the DC Council has it's priorities intact...  #DC,1,1,0.95,1,1,0.95703125,1
My dogs like to be nice and toasty while relaxing at home #adorable #puppy #socute #icant,0,1,0.95,0,1,0.94140625,0
So excited to spend the next 12 hours at school.,1,1,0.95,1,1,0.9921875,1
@user me and you are the only ones that love it 😆🎅🎉🎶,0,1,0.95,0,1,0.984375,0
"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",0,0,0.95,1,0,0.984375,1
Storm coming! #todayimloving,1,1,0.95,1,1,0.9921875,1
Imagine an imaginary menagerie manager managing an imaginary menagerie.,0,0,0.95,1,0,0.90234375,1
@user plus my memory is short and I deleted all those pic you shared. Boom.,1,1,0.95,1,1,1.0,1
"Always gonna be an uphill battle, sometimes I'm gonna have to lose.",0,0,0.95,1,0,0.8203125,1
I'm hungover and I'll end up staying up until 4 :'(,0,1,0.95,0,1,0.9921875,0
@user u know that. How u doing??,0,0,0.95,1,0,0.9921875,1
My christmas gift... i have sweetest friends :) #blessed,1,1,0.95,1,1,0.8203125,1
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",1,1,0.95,1,1,1.0,1
Cannot wait to be home but gonna miss alot of people 👎 ah roll on the new year 👍 #sligowillbehithardagain,0,1,0.95,0,1,0.94140625,0
She's got something you just can't trust|It's something mysterious....,0,1,0.95,0,1,0.95703125,0
"@user ha yeah which is your opinion, which like mine, means nothing ;) they're in.",0,1,0.95,0,1,0.8828125,0
What do you call a Chinese millionaire?,0,1,0.95,0,1,0.984375,0
The quest for #GoSupersonic tickets continue -_-,0,1,0.95,0,1,0.9921875,0
"The UofL student ticket policy is such a well thought out plan, good job SGA.  #ihateyou",1,1,0.95,1,1,1.0,1
posting any tweet doesn't mean i don't use twitter !,0,1,0.95,0,1,0.9921875,0
"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",0,1,0.95,0,1,0.92578125,0
"@user no , not anymore. 😣",0,1,0.95,0,1,0.6796875,0
"@user ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?",0,1,0.95,0,0,0.77734375,1
Oh sprints I love you,1,1,0.95,1,1,0.9921875,1
"Walking down the mall in front of a group of guys and hear ""even the momma got it"" Jesus lol everyone loves polly",0,1,0.95,0,1,0.9921875,0
Everyone wants the truth but nobody wants to be honest... #irony,1,1,0.95,1,1,1.0,1
@user @user in the paper that supported the blackshirts.,0,1,0.95,0,1,0.94140625,0
"is that @user calling that show a train wreck.  Way to respect the guest, guys",1,1,0.95,1,1,1.0,1
The  of taking a break from reading about #socialmedia to check my social media.,1,1,0.95,1,1,0.9921875,1
"@user (281): If I had feelings, you would have hurt them.",1,1,0.95,1,1,1.0,1
@user yeah that's it,1,0,0.95,0,0,0.9921875,0
"@user Aww, you poor thing, I feel so bad for you being in sunny Florida. I don't know how you can handle it!  ;)",1,1,0.95,1,1,1.0,1
"Prediction: Erv Santana will be disinterested in playing for the Twins in 2015 too... (aka, we didn't offer enough)",0,1,0.95,0,1,1.0,0
"So I may have had a ""few"" empties to recycle... ♻♻ |I ❤ #craftbeer",0,1,0.95,0,1,1.0,0
Nothing beats a surprise Tetanus shot at the doctor's office. #blessed,1,1,0.95,1,1,1.0,1
"The word ""#Trust"" coming out of the mouths of #Holder or #Obama is just rich with  and #hypocrisy. #IRS #racebaiters",1,1,0.95,1,1,1.0,1
"@user @user Me and Cam Newton will be engaged by the end of this year just wait on it lmao"" BYYER FOOLISHA""<<good night",0,1,0.95,0,1,0.8515625,0
Cause I love going to bed alone every night.. #not,1,1,0.95,1,1,1.0,1
"Wassup buddy....hows everything. ..will look for you ""@EduMkareThaDj: @user boss kupotea nayo..Acha hizo #notcool bro """,0,0,0.95,1,0,0.8515625,1
@user I can't wait :) Enjoy your Christmas!,0,0,0.95,1,0,0.77734375,1
@user Love randomly waking up at 5:43 am  me everyday multiple times 😒😒,1,1,0.95,1,1,0.9609375,1
"EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.",0,1,0.95,0,1,1.0,0
Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5,0,1,0.95,0,0,0.5625,1
And the day started civilised #appointments#road trip #bestdayever #neverlaughed as much... Tks to...,0,1,0.95,0,1,0.9609375,0
Double dance with the boys is what makes a Monday worthwhile,1,1,0.95,1,1,1.0,1
Loving how dominant the SEC is #Pause ..... #Not,1,1,0.95,1,1,0.9765625,1
@user Aren't humans the ones who are playing the sport?,1,1,0.95,1,1,0.8203125,1
@user but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm,0,1,0.95,0,1,1.0,0
"Dirgahayu my corps @user 16/12/1986 - 26/12/2014 😎🎼👏👊| just a corps, we... (w/ Tari, eni, & 26 others) [pic] —",0,1,0.95,0,1,0.95703125,0
Simply having a wonderful christmas time :D,0,1,0.95,0,1,0.984375,0
Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk 🍹🍹🍹🍹🍹🍹,0,1,0.95,0,1,0.96875,0
You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it,0,1,0.95,0,1,1.0,0
One from her please *cries*,0,1,0.95,0,1,0.92578125,0
@user Cheers bro! Top man 🙋,0,1,0.95,0,1,0.9609375,0
And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays  #AlwaysWorking,1,1,0.95,1,1,0.8515625,1
Wow I'm seriously dying here 🙈🙈,0,1,0.95,0,1,0.96875,0
"@user @user the cop also had prior misconduct charges. But, ya know, that's ok #sarcasm",1,1,0.95,1,1,1.0,1
@user did your python tweeter send that?,1,1,0.95,1,1,0.77734375,1
"@user yep, overall it was a great show live. ending of the TLC match was fubar, and the stairs match was terrrible.",0,1,0.95,0,1,0.73046875,0
@user Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7,0,1,0.95,0,1,0.5625,0
@user @user def understandable.i'm ok with that. trying to find anything up here on this has been impossible.,0,1,0.95,0,0,0.62109375,1
is when someone has been quite vocal against liberals but at the same time supports @user :),1,1,0.95,1,1,1.0,1
big up @user 4 ur post When cunts run through your photos😒 #its#a#struggle#its#a#problem check da n...,0,1,0.95,0,1,0.77734375,0
"if Christian expects Fifa to sleep in my bed with me tonight, he's wrong 👿",0,1,0.95,0,1,0.9921875,0
"#GapeLand #Super-sweet Super-sweet Lilli is simply adorable with her all-leg,&#8230;",0,1,0.95,0,1,0.9765625,0
@user I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading.,1,1,0.95,1,1,1.0,1
This is what we called OTAK LETAK KAT LUTUT.|#melayu |,0,1,0.95,0,1,0.984375,0
Well my mornings going very nicely😊,1,1,0.95,1,1,0.90234375,1
i just loveee bein short and having my sweatpants go all the way under my feet its so fun... 💩,1,1,0.95,1,1,1.0,1
A year ago|my cat was hit by|a car.... this is him|today. is a great quote,0,1,0.95,0,1,0.77734375,0
"@user though, I suspect you don't actually care about the truth, so whatever, go troll someone else ;-)",0,1,0.95,0,1,1.0,0
so glad I came to work at 7:30am for all the customers that are here!!!!!! #not #itsdead,1,1,0.95,1,1,1.0,1
Well throwing up at 6:00 am is always fun ☺|,1,1,0.95,1,1,1.0,1
@user  a#chance#till#January! #this is so good #you always make me#smile,0,1,0.95,0,1,0.8828125,0
"Besides some overpriced holiday candles, I haven't seen one #CyberMonday deal worthwhile today. Brutal.",0,1,0.95,0,1,1.0,0
What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol,1,1,0.95,1,1,1.0,1
.@Moz @user Woot woot! Whiteboard Friday's are my favorite Friday activity!,0,1,0.95,0,1,1.0,0
"#A #TERROR #ORGANIZATION .... #Hamas man killed, 3 injured in ""suspicious explosion"" in #Gaza #Israel",0,1,0.95,0,1,0.8203125,0
About to write my math final really excited  #somethingrandom,1,1,0.95,1,1,1.0,1
@user Loughton.. And some in Basildon what about u?,0,1,0.95,0,1,0.5,0
Watching VT and Cincy - qb for VT with (GODS) down left arm (GIFT) down right arm. - #irony #howmanygods #punctuationmatters,1,1,0.95,1,1,1.0,1
#TGIF oh just kidding I have 30 mins from one job to the next. love 12 hour days. #serverlife #sarcasm #nolife,1,1,0.95,1,1,1.0,1
I'm so afraid.,1,0,0.95,0,0,1.0,0
It has #not #been #seen www.MonsterMMORPG. com since. progoneate follow @user #mariland,0,1,0.95,0,1,0.5625,0
"@user @user You're #not familiar #with Matt Busby, #then. Lol.",0,1,0.95,0,1,1.0,0
"I love seeing a guy go 50 and texting in a school zone, #soproud  #gpabdrivers",1,1,0.95,1,1,1.0,1
"#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores||#Ferguson #VitoandVito #WAARMedia #tcot #ycot",1,1,0.95,1,1,1.0,1
@user Looking back on Saturday night like... @user You about Thursday 😂,0,1,0.95,0,1,0.95703125,0
#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming,1,1,0.95,1,1,0.9921875,1
Just realized that the name of the comic sans' creator means asshole in French #nooffense,1,1,0.95,1,1,1.0,1
You can have the prettiest face in the world but stretch marks will ruin it all for me.,0,1,0.95,0,1,1.0,0
#Australia -- Eight #children #killed in Australia in #reported #mass #stabbing. via @user,0,1,0.95,0,1,0.92578125,0
"The counter argument... RT @user If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.",0,1,0.95,0,1,0.96875,0
Double standards are always a fun thing,1,1,0.95,1,1,1.0,1
"@user Two years ago i got binoculars from my parents cause I needed to look to the future, I was like cool 😂😂😂 tweet of the year",0,1,0.95,0,1,1.0,0
@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.,1,1,0.95,1,1,1.0,1
Today is a fabulous day  #Work #Ugggh,1,1,0.95,1,1,0.9609375,1
They working me so hard tonite,0,1,0.95,0,1,0.5,0
The excitement for #EVC14. |Follow @user answer simple questions and win passes for the gig. |#GetEnchanted,0,1,0.95,0,1,0.9609375,0
Wow I love school,1,1,0.95,1,1,0.92578125,1
@user @user but she was white!.IOW guilty of racism by fact of skin color.#Ferguson taught me that.,1,1,0.95,1,1,1.0,1
@user Won't our national hockey expert at 24 Sussex Drive join you??,1,1,0.95,1,1,0.9921875,1
@user your #ambition is #amazing.  #saintsfc enjoy exit from #ChampionsLeague,1,1,0.95,1,1,0.9921875,1
.@tomorrowstand Yup. That's exactly how we do it,1,1,0.95,1,1,0.96875,1
#Fact: #StarTrek adult onesie meets clothing requirements 4 Walmart employee. Just put on yr vest & a smile.,1,1,0.95,1,1,1.0,1
Anybody using their rights to protest legally gets the law thrown at them. & the ones who do the crimes don't. That's #Irony #NotJustice,1,1,0.95,1,1,1.0,1
Just paid $2.59 for gas! #ThanksObama #sarcasm,1,1,0.95,1,1,1.0,1
@user I get paid 4 posting stuff like this on TSU! ||YOU CAN TOO! go to #FOLLOWBACK,0,1,0.95,0,1,0.984375,0
@user @user there are more lawful ways the lawmakers whould av gone about gaining entrance not by breaking the law  kind of,1,1,0.95,1,1,0.9921875,1
More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 |,0,1,0.95,0,1,1.0,0
"the people #BillCosby looked down upon are ones coming to his defense. This isn't about race,it's about rape!",1,1,0.95,1,1,0.984375,1
Can't wait for my 7:30am #dental appointment tomorrow!|Oh time please speed through today! !,1,1,0.95,1,1,1.0,1
Done to much again,1,1,0.95,1,1,0.92578125,1
Tripped over my own feet three times in the hall #soclumsy,0,1,0.95,0,1,0.9609375,0
What a difference 4 years makes #bestfriends  #changed #one #bit @user,0,1,0.95,0,1,1.0,0
We hold these kids back.....  #RUT340,1,1,0.95,1,1,0.8828125,1
It's snowing in Chicago #whitechristmas #not,1,1,0.95,1,1,1.0,1
@user @user @user but of course it was. Cops could shoot a black man in front of a hospital & I bet you he'd still get no aid.,0,1,0.95,0,1,0.9921875,0
Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday,1,1,0.95,1,1,1.0,1
"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys",0,1,0.95,0,1,1.0,0
I had the best New Years!!!! Spent it with the people I love & I fucking loved it! 😍 Such a happy camper right now! 😝💚❤️,0,0,0.95,1,0,1.0,1
"Day off should be snuggled on the sofa doing nothing..... But alas I have Errons to do so trying up drag myself out of bed,  happening",0,1,0.95,0,1,0.9609375,0
@user All #U Can Do Beautiful Is Your #BEST Winning Is  Important Taking Part & Having Fun Is What Matter's :-),0,1,0.95,0,1,0.73046875,0
Us Looking Sexy  #MehRockingMyBluMonsoonT-shirt,1,1,0.95,1,1,0.9765625,1
Fries With That 304 #AlabamaStateMajors,0,0,0.95,1,0,0.8828125,1
"@user #SC3stars CARDALE JONES. Third string QB, Big10 Champion and MVP.",0,1,0.95,0,1,1.0,0
What normal people see vs. what I see @user,0,1,0.95,0,1,1.0,0
"@user nm, I'm silly and didn't see the website.",0,1,0.95,0,0,0.8828125,1
@user bruhh I just saw a license plate that had the letters FDB 😂,0,1,0.95,0,1,0.90234375,0
GET AHT A TAHN!|The Made in PGH Gift Guide via @user,0,1,0.95,0,1,0.8828125,0
#sotrue #ihavenolife #misshim #lovehim #haveabetterone #Justin #no  #justinbeiber by grandtheftauto_five_troller,0,1,0.95,0,1,0.94140625,0
@user Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.,1,1,0.95,1,1,1.0,1
"Myself and @user having to walk to Civic Offices to get bus muttering to ourselves""wouldn't you think they'd pay their water""",1,1,0.95,1,1,1.0,1
#NOT ALL 👌 There good & bad in every occupation & race 📚📖 #Stop Labeling #Not All 💡,0,1,0.95,0,1,0.984375,0
Omg @user didn't tell @user he was in town 😱 #trueFriend,1,1,0.95,1,1,1.0,1
#np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E...,0,1,0.95,0,0,0.6796875,1
"@user NO, there 'only' are some Finnish #snipers, working with the fascists in Kyiv! Nice guys, !",1,1,0.95,1,1,1.0,1
8ams are just so lovely.,1,1,0.95,1,1,0.96875,1
I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal,1,1,0.95,1,1,1.0,1
@user I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,1,1,0.95,1,1,1.0,1
What a great start to my morning  #smh,1,1,0.95,1,1,1.0,1
You guys seriously need to try this game #BananaBonanza,0,1,0.95,0,1,0.8515625,0
I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @user library was a bad idea.,0,1,0.95,0,1,0.9921875,0
@user @user ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir!,1,1,0.95,1,1,1.0,1
Successful morning doing my essay...  #ChristmasShopping,1,1,0.95,1,1,0.984375,1
@user I typed it with a lisp too! Hahah,0,1,0.95,0,1,1.0,0
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,1,1,0.95,1,1,1.0,1
"James Burke Connections, Episode 7 A Special Place: via @user #This is  /-\ #DRILL <()>",0,0,0.95,1,0,0.92578125,1
Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie...,0,1,0.95,0,1,1.0,0
